interview_id,affiliation,question_number,question,answer
1,고객지원팀,1,"1. 고객 민원 접수 및 응대 과정에서 가장 어려웠던 점은 무엇이었나요? 특히 응대 절차를 무시하거나 막무가내식 요구를 하는 민원인과의 갈등 상황이 있었다면, 그 원인을 어디에 있다고 보시는지, 그리고 그러한 상황을 어떻게 해결하셨는지 설명해주세요.","가장 어려웠던 점은 체납자 분들의 전화번호 수집을 위해 연락했던 업무입니다. 체납자 분들의 기간이 늘어날수록 더 많은 시간을 사용하여 민원처리를 해야하는 부분에서 어려움이 있었고 그에 대한 원인은 체납자 분들의 기본적인 자동이체, 모바일고지의 원활한 신청이 어렵다는 점에서도 원인이 있다고 생각합니다. 이에 문제를 해결하기 위해서 체납자 분들의 명단을 정리하여 최대한의 고객정보를 확보하고 고객 정보 갱신을 위한 전화 및 홍보물 제작 등에 노력을 했던 거 같습니다-!"
1,고객지원팀,2,"2. 전화, 방문 등 민원접수나 현장응대가 해결할 수 없었던 케이스가 있었나요? 그러한 상황에서 동료, 상급자 또는 타 부서의 지원이 필요했던 경험이 있다면, 어떤 절차와 과정을 통해 도움을 요청하고 문제를 해결했는지 상세하게 소개해 주시기 바랍니다. 만약 과정에서 아쉬웠던 점이 있었다면 그 이유도 함께 말씀해주세요.","현장 대응보단 전화를 통한 민원접수에 어려움을 겪는 경우가 있었습니다. 아무래도 전화를 통해 민원을 하시는 경우, 대면보단 빠른 민원처리가 어렵고 고객님께서 궁금해하시는 상황에 대해서 구체적으로 말씀 드리는 것에 한계점울 느끼게 되었습니다. 이에 현장 응대를 원하시는 경우, 최대한 고객민원의 만족도를 높이기 위해 최근 민원 데이터를 분석하여 어떤 것들이 가장 고객님들께서 궁금해하시는 상황인지를 미리 숙지했던 거 같습니다. 또한 전화 응대인 경우, 고객님의 민원 접수 내용을 빠르게 이해하여 신곡하게 민원을 해결해드리고지 노력했습니다."
1,고객지원팀,3,"3. 민원 응대나 현장 방문에 앞서 갈등이 고조되지 않도록 사전에 어떤 준비를 하고 계시나요? 또한, 고객 응대 또는 현장 업무 중 갈등 상황에서 자신의 감정을 효과적으로 관리하는 노하우나 팁이 있다면 소개해주시기 바랍니다.","아무래도 민원 응대는 민원이 오기 전에 고객님들의 불만사항이나 알고자하시는 내용이 무엇인지를 정확하데 파악하는 것이 중요하다고 생각합니다. 그래서 민원 데이터 뿐만 아니라 현장에서 직접 민원 대응을 원하시는 분께 초점을 두어서 깊게 파악하고자 노력하고 있습니다. 고객 응대에 있어 어려움을 겪거나 힘든 상황에서는 고객의 입장에서 먼저 생각하고자 노력하며 최대한 고객과 고객 관리사의 입장으로 감정을 직접 드러내지 않고자 합니다."
1,고객지원팀,4,"4. 고객 민원 접수부터 요금 고지, 검침, 병물 공급 등 현장 업무 진행 과정에서 개선이 필요하다고 여겨지는 절차나 시스템상의 애로사항이 있다면 무엇이 떠오르시나요? 구체적인 개선 방안과 함께 자유롭게 말씀해주세요.","가장 개선해야 할 상황에서는 요금 고지 및 민원 접수에 대한 업무라고 생각합니다. 일단 요금고지인 경우, 고객님들께 요금 고지가 어떠한 정산으로 사용하셨는지에 대한 내용을 구체적으로 전달하는 것도 중요하다고 생각하며 민원 접수인 경우, 전화 응대가 가장 많지만, 현장 대응 외에 할 수 있는 다양한 시스템에 개선으로 더 간편하고 빠른 시간으로 민원 접수를 할 수 있도록 개선이 필요할 거 같습니다."
1,고객지원팀,5,"5. 고객 응대 및 현장 업무 역량 향상에 도움이 된다고 생각하는 교육 또는 자원은 어떤 것들이 있을까요? 실제로 그러한 교육이나 자원을 활용해 본 경험이 있다면 무엇이며, 어떻게 도움이 되었는지 구체적으로 말씀해주세요.","고객 관리사 교육 및 물 교육 워크숍을 통해 고객들에게 어떠한 대응과 태도로 접근해야하는지에 대해 구체적으로 설명하고 우수사례를 전달함으로써 관리사들에게 사기를 증진 시키는 것을 중요하게 생각하여 꾸준한 교육을 진행해야 합니자."
1,고객지원팀,6,"6. 가장 기억에 남는 고객 응대 또는 현장 방문 사례와 그 해결 과정을 소개해 주세요. 특히 고객의 요구(문제 상황)와 욕구(심리적 상태)를 파악하여 문제를 조치하고, 조율하면서 느낀 보람이나 성취감은 어떤 것이었는지 자유롭게 이야기해주세요.","저는 현장 대응에서의 경험이 기억에 남습니다. 고객님께서는 총 2개월에 수도요금이 차이에 대해 의문점이 드셔서 오신 상황이었지만, 고객님에 이야기를 듣고 난 후에 고객 정보를 통한 수도요금 분석 및 요금를 측정한 개월 수가 다름을 이해하시기 쉽도록 설명드린 경험이 있어빠른 대처와 설명으로 고객님의 궁금증을 해결해드린 부분에 만족감을 느꼈습니다!"
1,고객지원팀,7,"7. 지금까지 질문에 응답하시면서 어떤 마음이 드셨는지요? 질문을 통해 알게 된 사실, 느낀 기분, 감정 등 떠오르는 대로 자유롭게 말씀해주세요.","그동안 해왔던 업무를 다시 한번 돌아보게 되며 고객지원팀에 속해 다양한 업무들을 하면서 많은 사람들에게 도움을 줄 수 있는 업무를 했다는 것에 뿌듯했고 앞으로도 부족한 업무에 대해 많이 개선하고 발전하여 고객님들의 만족도릉 높이기 위해 항상 노력하겠습니다."
2,고객지원팀,1,"1. 고객 민원 접수와 응대, 그리고 현장 업무(검침, 병물 공급 등)에서 가장 어려운 점은 무엇인가요? 여러 측면에서 다양한 내용을 말씀해 주세요.","저는 현장보다 고객응대가 더 힘든 것 같아요. 문제는 계속 생기고, 우리는 열심히 해결하려고 하는데 마음이 닿지 않는 것 같아 지칩니다."
2,고객지원팀,2,"2. 민원인이 응대 절차를 무시하거나 현장에서 막무가내 요구를 하는 경우가 많을 텐데요. 그 원인이 어디에 있다고 보시나요? 기억나는 사례와 함께 작성해 주세요.","성격이 문제가 아닐까요? 아니면 나이 많으신 분들은 설명을 해도 안들으시더라구요.. 정말 가까우면 뛰어가서 알려드리고 싶을 정도로 답답할때가 많습니다."
2,고객지원팀,3,"3. 민원 응대나 현장 방문에 앞서 갈등이 고조되지 않도록 사전에 어떤 준비를 하고 계시나요? 자유롭게 작성해 주세요.","일단, 심호흡도 해보고, 저는 성당다니는데 업무 시작하기 전에 기도도 하고 성호경을 그어 마음을 가라앉히기도 해요. 당일 업무 내용을 사전에 살펴보시고 하는데 확실이 여유가 있으면 대응하기가 조금은 나은 것 같아요."
2,고객지원팀,4,"4. 전화, 방문 등 다양한 매체를 통한 민원 응대나 현장 업무만으로는 해결할 수 없었던 케이스가 있었나요? 기억나는 대로 상세하게 말씀해 주세요.","예전에는 정말 많았어요. 최근에 민원챗봇이 가동되구부터는 조금 나아진 것 같아요. 그래도 결국은 전화로 다짜고짜 소리지르는 분들은 여전합니다. 이따금씩 내가 해결하다가 결국은 책임자로 넘어가는 경우도 있는데 그럴땐 속상하고 쪽팔리죠. 주변 시선이 신경씌일때가 있어요. 한동안은 회사가기가 싫기도 하구요."
2,고객지원팀,5,"5. 민원 또는 갈등 상황에서 동료, 상급자 또는 타 부서 지원이 필요한 케이스가 있었나요? 그때 어떤 절차와 과정으로 진행하셨는지 상세하게 소개해 주시기 바랍니다. (아쉬움이 있었다면 그 이유와 함께 말씀해주세요)","많죠. 일일이 말하기 힘들정도로요. 도움을 요청해도 소통이 안될 때도 있고, 사전 설명을 충분히 해도 귀담아 듣지 않고 출동했다가 현장에서 난감한 일을 겪는 분들도 있고,, 정말 이상한 일이 한두번이 아니죠,"
2,고객지원팀,6,"6. 고객 민원 접수부터 요금 고지, 검침, 병물 공급 등 현장 업무 진행 과정에서 개선이 필요하다고 여겨지는 절차나 시스템상의 애로사항이 있다면 무엇이 떠오르시나요? 자유롭게 말씀해 주세요.","글쎄요... 모두 고생하고 있고, 모두 노력하고 있는데 어디에 걸림돌이 있는지를 모르겠어요. 뭐가 문제인지를 모르는게 문제인 것 같아요. 하하"
2,고객지원팀,7,"7. 고객 응대 또는 현장 업무 중 갈등 상황에서 자신의 감정을 관리하는 노하우나 팁이 있나요? 소개해주셔도 괜찮다면 나눠주시면 좋겠습니다.","글쎄요. 상황마다 다르고, 민원인마다 조금씩 차이가 있어서요. 저는 고객 이야기를 듣고 빨리 현장출동을 해드린 쪽을 좀더 중요하게 여기고 있어서요. 감정은 대체로 참으려고 해요."
2,고객지원팀,8,"8. 고객 응대 및 현장 업무에 도움이 되는 교육 또는 자원은 어떤 것들이 있을까요? 자유롭게 작성해 주세요.","이상한 민원인들이 정상적으로 되도록 할 수 있나요? 교육도 받아 봤지만 딱히 도움이 되는 것 같지 않던데요. 월급을 많이 받으면? 휴가를 많이 주면? 힐링프로그램?"
2,고객지원팀,9,"9. 가장 기억에 남는 고객 응대 또는 현장 방문 사례와 그 해결 과정을 소개해 주세요. 자유롭게 작성하시면 됩니다.","응대 힘든 고객이 있었는데, 나중에 고맙다고 말해주었을때. 마무리할 때 수고했다는 인삿말을 남겨줄때. 연결한 현장 담당자가 문제해결을 잘 처리해주었을때, 보고했을때 무슨 말인지, 무슨 상황인지 빨리 이해하고 지원해줄때. 등등 인것 같아요. 동료들이랑 소통이 잘 될 때도 기분이 좋아지죠."
2,고객지원팀,10,"10. 고객의 요구(문제 상황)와 욕구(심리적 상태)를 파악하여 문제(사안)는 조치하고, 갈등(사람 관계)은 조율하면서 느낀 보람이나 성취감은 어떤 것이었나요? 자유롭게 작성해 주세요.","대부분 빠르게 접수하고 빨리 조치를 하는데 집중하고 있어요. 우리가 하는 일이 보람이나 성취감까지 이어지기는 어려운 분야인 것 같아요. 힘쓰는 노동을 하는 것도 아닌데 퇴근할때 파김치가 되는 걸 보면 화가 난 사람을 대하는 일이 육체노동보다 더 힘든 건가 봐요."
2,고객지원팀,11,"11. 지금까지 10개의 인터뷰 문항에 응답하시면서 어떤 마음이 드셨는지요? 알게 된 사실과 기분, 감정 등 떠오르는 대로 자유롭게 말씀해 주세요.","좀 반복되는 것 같아 지루한 감이 있었어요. 그래도 이것저것 묻는 바람에 하소연 좀 한 것 같네요. 하하 이렇게 솔직하게 응답해도 괜찮은거죠?"
3,현장출장엔지니어,1,"1. 민원현장을 방문하면 해결해야하는 문제상황과 불편한 심정의 민원인을 동시에 맞닥뜨리는 어려운 상황이 많으셨을텐데요. 문제와 사람 중 어느 쪽에 좀더 비중을 두고 대응하시나요? 예를 들어 설명해 주세요.","문제에 비중을 둡니다 엔지니어는 문제 해결을 하기위한 전문가 이기 때문에"
3,현장출장엔지니어,2,"2. 민원인과의 대화에서 특히 신경 씌이는 점은 무엇인가요? 여러 가지 측면에서 다양하게 말씀해 주세요.","민원인이 감정이격양되어 있는 상황에서 구체적 문제 증상을 알려주지 못하고 감정표현만 하는것이 신경쓰임"
3,현장출장엔지니어,3,"3. 현장업무 중 갈등이 발생하지 않도록 사전에 어떤 준비를 하고 계시나요? 자유롭게 작성해 주세요.","고객 상담원으로부터 정보사항을 충분히 듣고 현장에 가려하고 있습니다"
3,현장출장엔지니어,4,"4. 민원현장 출장에서 귀하가 해결할 수 없었던 민원케이스가 있었나요? 기억나는 대로 상세하게 말씀해 주세요.","현장에서 기술적으로 어떤 문제가 있는지 파악하기 어려워 문제 해결을하지 못했다"
3,현장출장엔지니어,5,"5. 민원 또는 갈등상황에서 동료•상급자 또는 타부서 지원이 필요한 케이스가 있었나요? 그때 귀하는 어떤 절차와 과정으로 진행하셨는지 상세하게 소개해 주시기 바랍니다.(아쉬움이 있었다면 그 이유와 함께 말씀해주세요)","현장에서 민원사항에 대한 정보가 더 필요하여 고객관리실에 급히 문의 하여 상담사항을 문의함"
3,현장출장엔지니어,6,"6. 초기 고객민원접수에서부터 현장방문 해결까지 진행하는 과정에서 개선이 필요하다고 여겨지는 절차나 시스템상의 애로사항이 있다면 무엇이 떠오르시나요? 자유롭게 말씀해 주세요.","민원내용에서 기술적 부분을 더 상세히 확인 할수있었음 좋겠다"
3,현장출장엔지니어,7,"7. 현장민원인 응대과정 또는 갈등상황에서 자신의 감정을 관리하는 노하우나 팁이 있나요? 소개해주셔도 괜찮다면 나눠주시면 좋겠습니다~","민원인도 불편함이 있어 감정적으로 힘들겠다고 공감하려 한다"
3,현장출장엔지니어,8,"8. 민원 현장대응에 도움이 되는 교육 또는 자원은 어떤 것들이 있을까요? 자유롭게 작성해 주세요.","예시 교육을 통해 적용할수있는 부분을 배우고싶다"
3,현장출장엔지니어,9,"9. 가장 기억에 남는 민원현장 사례의 해결과정을 소개해 주시겠습니까? 자유롭게 작성하시면 됩니다.","기억나지 않아요"
3,현장출장엔지니어,10,"10. 민원현장에서 문제(사안)를 해결하고, 갈등(사람관계)을 조율하면서 느낀 보람이나 성취감은 어떤 것이였나요? 자유롭게 작성해 주세요.","누수있는부분을 찾아 해결해서 민원인이 안심하게 되었다"
3,현장출장엔지니어,11,"11. 지금까지 10개의 인터뷰 문항에 응답하시면서 어떤 마음이 드셨는지요? 알게 된 사실과 기분, 감정 등 떠오르는대로 자유롭게 말씀해 주세요.","응답이 힘드네요"
4,고객지원팀,1,"1. 고객 민원 접수와 응대, 그리고 현장 업무(검침, 병물 공급 등)에서 가장 어려운 점은 무엇인가요? 여러 측면에서 다양한 내용을 말씀해 주세요.","가장 어려웠던 점은 체납자 분들의 고객 정보를 수집하는 일입니다. 고객분 들의 전화번호 미보유로 확인 될 시 고객 분들께 체납 관련 이야기를 통한 대응에 있어 어려움을 겪고 있습니다."
4,고객지원팀,2,"2. 민원인이 응대 절차를 무시하거나 현장에서 막무가내 요구를 하는 경우가 많을 텐데요. 그 원인이 어디에 있다고 보시나요? 기억나는 사례와 함께 작성해 주세요.","아무래도 현장 응대보단 전화 응대에서 고객님들의 원하시거나 궁금해 하시는 사항에 대해서 원활한 소통이 어렵거나 고객님들에 만족을 충족하지 못할 때가 가장 어려움이 있어 고객님들과의 민원 대응에 대한 문제가 있었습니다."
4,고객지원팀,3,"3. 민원 응대나 현장 방문에 앞서 갈등이 고조되지 않도록 사전에 어떤 준비를 하고 계시나요? 자유롭게 작성해 주세요.","민원 응대나 검친원 분들이 고객님들을 만날 때 사전에 고객님들께 전화나 현장 방문을 하실 때 가장 많이 요구하신 민원 내용을 파악하는 걸 준비하고 있습니다. 또한 갈등이 일어나지 않기 위해 최대한 고객과 관리사의 시선을 바라보고자 합니다."
4,고객지원팀,4,"4. 전화, 방문 등 다양한 매체를 통한 민원 응대나 현장 업무만으로는 해결할 수 없었던 케이스가 있었나요? 기억나는 대로 상세하게 말씀해 주세요.","민원 대응에 있어 가장 어려움이 있는 것은 전화 대응이리고 생각합니다. 최대한 고객님의 민원에 대해 다루어서 해결하고자 하지만, 만약 고객님과의 소통 오류, 해결할 수 없는 방법으로 요구하는 것 등으로 인한 문제점도 발생한 경험이 있습니다."
4,고객지원팀,5,"5. 민원 또는 갈등 상황에서 동료, 상급자 또는 타 부서 지원이 필요한 케이스가 있었나요? 그때 어떤 절차와 과정으로 진행하셨는지 상세하게 소개해 주시기 바랍니다. (아쉬움이 있었다면 그 이유와 함께 말씀해주세요)","민원이나 갈등이 발생했을 때 가장 중요한 것은 동료나 상급자가 대응하는 방법을 완전히 숙지하여 고객 응대를 할 수 있는 것이 중요하다고 생각합니다. 또한 각 부서마다 직접적으로 담당하고 있는 업무 외에도 어떤 고객님이 와도 기본적인 방법을 말할 수 있는 것이 필요한 거 같습니다."
4.고객지원팀,6,"6. 고객 민원 접수부터 요금 고지, 검침, 병물 공급 등 현장 업무 진행 과정에서 개선이 필요하다고 여겨지는 절차나 시스템상의 애로사항이 있다면 무엇이 떠오르시나요? 자유롭게 말씀해 주세요.","고객 민원에서는 동일한 고객님들이 지속적으로 민원을 하시는 경우가 있어 고객관리사님들은 고객 민원의 대응 방법 중 가장 효과적인 대응이 무엇인지를 파악하고 정리하는 절차가 중요한 것 같습니다."
4,고객지원팀,7,"7. 고객 응대 또는 현장 업무 중 갈등 상황에서 자신의 감정을 관리하는 노하우나 팁이 있나요? 소개해주시면 좋겠습니다.","최대한 고객과 관리사를 기준으로 감정을 들어내지 않고 고객님의 입장에서 대해서도 한번 더 고민하는 것이 중요하다고 생각합니다. 또한 고객님의 요구에 최대한의 만족감을 높이기 위해 노력하고 있습니다."
4,고객지원팀,8,"8. 고객 응대 및 현장 업무에 도움이 되는 교육 또는 자원은 어떤 것들이 있을까요? 자유롭게 작성해 주세요.","일단 가장 큰 것은 고객관리사들 워크숍을 통해서 매월 다양한 소식들과 함께 우수 사례를 말하는 기회를 가져서 사기를 증진하는 것도 좋을 거 같슺니다. 또한 물교육을 통해 기본적인 회사에 관련된 교육을 받아서 더 나은 회사의 발전에 도움이 될 수 있도록 하는 것도 업무에 도움이 된다고 생각합니다."
4,고객지원팀,9,"9. 가장 기억에 남는 고객 응대 사례와 그 해결 과정을 소개해 주세요. 자유롭게 작성하시면 됩니다.","가장 기억에 남는 고객님은 자신의 수도 요금에 차이에 대해서 불만을 이야기 하신 고객님이셨지만, 고객님의 수도 사용량에 대해 구체적으로 설명하고 수도 요금의 산출 기준를 말씀드리면 침착하게 대응한 경험이 있습니다."
4,고객지원팀,10,"10. 고객의 요구(문제 상황)와 욕구(심리적 상태)를 파악하여 문제(사안)는 조치하고, 갈등(사람 관계)은 조율하면서 느낀 보람이나 성취감은 어떤 것이었나요? 자유롭게 작성해 주세요.","고객님께서 자신이 원하는 민원 내용에 대해 해결한 후에 감사함을 느끼실 때에 뿌듯함을 느끼고 체납자 분들에게 고객 정보를 갱신하여 조금에 피해를 줄여드릴 때 만족감을 느끼게 됩니다."
4,고객지원팀,11,"11. 지금까지 10개의 인터뷰 문항에 응답하시면서 어떤 마음이 드셨는지요? 알게 된 사실과 기분, 감정 등 떠오르는 대로 자유롭게 말씀해 주세요.","지금까지 해온 업무에 대해 깊이 생각해보게 되었고 앞으로 업무를 하면서 더욱 개선해야 할 점이나 고민해야 할 부분을 알아갈 수 있어서 의미있었습니다."
