interview_id,affiliation,question_number,question,answer
9,고객지원팀,11,"11. 지금까지 10개의 인터뷰 문항에 응답하시면서 어떤 마음이 드셨는지요? 알게 된 사실과 기분, 감정 등 떠오르는 대로 자유롭게 말씀해 주세요.","열린 질문을 통해서 제가 하는 일과 개선방안에 대해 생각해 보는 좋은 시간이 된 것 같습니다."
10,현장출장엔지니어,1,"1. 민원 현장을 방문하면 해결해야 하는 문제 상황과 불편한 심정의 민원인을 동시에 맞닥뜨리는 어려운 상황이 많으셨을 텐데요. 문제와 사람 중 어느 쪽에 좀 더 비중을 두고 대응하시나요? 예를 들어 설명해 주세요.",""
10,현장출장엔지니어,2,"2. 민원인과의 대화에서 특히 신경 쓰이는 점은 무엇인가요? 여러 가지 측면에서 다양하게 말씀해 주세요.",""
10,현장출장엔지니어,3,"3. 현장 업무 중 갈등이 발생하지 않도록 사전에 어떤 준비를 하고 계시나요? 자유롭게 작성해 주세요.",""
10,현장출장엔지니어,4,"4. 민원 현장 출장에서 귀하가 해결할 수 없었던 민원 케이스가 있었나요? 기억나는 대로 상세하게 말씀해 주세요.",""
10,현장출장엔지니어,5,"5. 민원이나 갈등 상황에서 동료, 상급자, 또는 타 부서의 도움이 필요했던 적이 있으셨나요? 그때 어떤 절차와 과정을 통해 문제를 해결하셨는지, 구체적으로 설명해 주세요. 만약 아쉬웠던 점이 있었다면 그 이유도 함께 말씀해 주세요.",""
10,현장출장엔지니어,6,"6. 초기 고객 민원 접수에서부터 현장 방문 해결까지 진행하는 과정에서 개선이 필요하다고 여겨지는 절차나 시스템상의 애로사항이 있다면 무엇이 떠오르시나요? 자유롭게 말씀해 주세요.",""
10,현장출장엔지니어,7,"7. 현장 민원인 응대 과정 또는 갈등 상황에서 자신의 감정을 관리하는 노하우나 팁이 있나요? 괜찮으시다면, 나눠주시면 좋겠습니다.",""
10,현장출장엔지니어,8,"8. 민원 현장 대응에 도움이 되는 교육 또는 자원은 어떤 것들이 있을까요? 자유롭게 작성해 주세요.",""
10,현장출장엔지니어,9,"9. 가장 기억에 남는 민원 현장 사례의 해결 과정을 소개해 주시겠습니까? 자유롭게 작성하시면 됩니다.",""
10,현장출장엔지니어,10,"10. 고객의 문제 상황(요구)과 심리적 상태(욕구)를 정확히 파악하여, 사안은 신속하게 조치하고 관계 갈등은 원만히 조율했던 경험이 있으신가요? 그 과정에서 느낀 보람이나 성취감이 있었다면 자유롭게 들려주세요.",""
10,현장출장엔지니어,11,"11. 지금까지 10개의 인터뷰 문항에 응답하시면서 어떤 마음이 드셨는지요? 알게 된 사실과 기분, 감정 등 떠오르는 대로 자유롭게 말씀해 주세요.",""
11,고객지원팀,1,"1. 고객 민원 접수와 응대, 그리고 현장 업무(검침, 병물 공급 등)에서 가장 어려운 점은 무엇인가요? 여러 측면에서 다양한 내용을 말씀해 주세요.",""
11,고객지원팀,2,"2. 민원인이 응대 절차를 무시하거나 현장에서 막무가내 요구를 하는 경우가 많을 텐데요. 그 원인이 어디에 있다고 보시나요? 기억나는 사례와 함께 작성해 주세요.",""
11,고객지원팀,3,"3. 민원 응대나 현장 방문에 앞서 갈등이 고조되지 않도록 사전에 어떤 준비를 하고 계시나요? 자유롭게 작성해 주세요.",""
11,고객지원팀,4,"4. 전화, 방문, 현장업무 등 다양한 매체를 통한 민원응대만으로는 해결할 수 없었던 케이스가 있었나요? 기억나는 대로 상세하게 말씀해 주세요.",""
11,고객지원팀,5,"5. 민원이나 갈등 상황에서 동료, 상급자, 또는 타 부서의 도움이 필요했던 적이 있으셨나요? 그때 어떤 절차와 과정을 통해 문제를 해결하셨는지, 구체적으로 설명해 주세요. 만약 아쉬웠던 점이 있었다면 그 이유도 함께 말씀해 주세요.",""
11,고객지원팀,6,"6. 고객 민원 접수부터 요금 고지, 검침, 병물 공급 등 현장 업무 진행 과정에서 개선이 필요하다고 여겨지는 절차나 시스템상의 애로사항이 있다면 무엇이 떠오르시나요? 자유롭게 말씀해 주세요.",""
11,고객지원팀,7,"7. 고객 응대 또는 현장 업무 중 갈등 상황에서 자신의 감정을 관리하는 노하우나 팁이 있나요? 괜찮으시다면, 나눠주시면 좋겠습니다.",""
11,고객지원팀,8,"8. 고객 응대 및 현장 업무에 도움이 되는 교육 또는 자원은 어떤 것들이 있을까요? 자유롭게 작성해 주세요.",""
11,고객지원팀,9,"9. 가장 기억에 남는 고객 응대 사례와 그 해결 과정을 소개해 주세요. 자유롭게 작성하시면 됩니다.",""
11,고객지원팀,10,"10. 고객의 요구(문제 상황)와 욕구(심리적 상태)를 파악하여 문제(사안)는 조치하고, 갈등(사람 관계)은 조율하면서 느낀 보람이나 성취감은 어떤 것이었나요? 자유롭게 작성해 주세요.",""
11,고객지원팀,11,"11. 지금까지 10개의 인터뷰 문항에 응답하시면서 어떤 마음이 드셨는지요? 알게 된 사실과 기분, 감정 등 떠오르는 대로 자유롭게 말씀해 주세요.",""
12,시설운영팀,1,"1. 배수지, 가압장 등 수도 시설 관리 업무에서 가장 어려운 점은 무엇인가요? 시설 유지보수, 안전 관리, 그리고 예상치 못한 문제 발생 시 대응 등 다양한 내용을 말씀해 주세요.","첫번째는 부품의 수급이 원활하지 못할때. 어떤 장비가 이상이 있을지 모르기때문에 이부분은 어쩔수 없다 생각이 들고 두번째는 야간에 이상이 생겼을때입니다"
12,시설운영팀,2,"2. 시설 관련 민원인이 응대 절차를 무시하고 막무가내 요구를 하는 경우가 많을 텐데요. 그 원인이 어디에 있다고 보시나요? 기억나는 사례와 함께 작성해 주세요.","자기 자신만 생각하는 자세에서 시작된다고 생각합니다"
12,시설운영팀,3,"3. 시설 관리 업무 중 주민과의 갈등이 발생하지 않도록 사전에 어떤 준비를 하고 계시나요? 자유롭게 작성해 주세요.","최대한 설명을 반복적으로, 그분이 받아들일때까지 하고 있습니다"
12,시설운영팀,4,"4. 시설 관리 업무 중 귀하가 해결할 수 없었던 기술적인 문제나 민원 케이스가 있었나요? 기억나는 대로 상세하게 말씀해 주세요.","없습니다"
12,시설운영팀,5,"5. 민원이나 갈등 상황에서 동료, 상급자, 또는 타 부서의 도움이 필요했던 적이 있으셨나요? 그때 어떤 절차와 과정을 통해 문제를 해결하셨는지, 구체적으로 설명해 주세요. 만약 아쉬웠던 점이 있었다면 그 이유도 함께 말씀해 주세요.","제가 직접 민원을 상대한적은 없어서 모르겠습니다ㅎ"
12,시설운영팀,6,"6. 수도 시설 관리 및 유지보수 과정에서 개선이 필요하다고 여겨지는 절차나 시스템상의 애로사항이 있다면 무엇이 떠오르시나요? 자유롭게 말씀해 주세요.","딱히 없습니다ㅎ 위에서 말한 애로사항은 그냥 안고 가는거라"
12,시설운영팀,7,"7. 시설 관리 업무 중 민원인 응대 또는 갈등 상황에서 자신의 감정을 관리하는 노하우나 팁이 있나요? 괜찮으시다면, 나눠주시면 좋겠습니다.","딱히 없습니다ㅎ"
12,시설운영팀,8,"8. 수도 시설 관리 업무에 도움이 되는 교육 또는 자원은 어떤 것들이 있을까요? 자유롭게 작성해 주세요.","교육원에 종종 있습니다"
12,시설운영팀,9,"9. 가장 기억에 남는 시설 관련 민원 응대 또는 기술적 문제 해결 사례와 그 해결 과정을 소개해 주세요. 자유롭게 작성하시면 됩니다.","민원은 아니고 저번에 홍수 났을때가 생각나네요ㅎㅎ가압장이 물에 잠겨서 열심히 물 퍼냈던 기억이 나네요"
12,시설운영팀,10,"10. 고객의 문제 상황(요구)과 심리적 상태(욕구)를 정확히 파악하여, 사안은 신속하게 조치하고 관계 갈등은 원만히 조율했던 경험이 있으신가요? 그 과정에서 느낀 보람이나 성취감이 있었다면 자유롭게 들려주세요.","없습니다"
12,시설운영팀,11,"11. 지금까지 10개의 인터뷰 문항에 응답하시면서 어떤 마음이 드셨는지요? 알게 된 사실과 기분, 감정 등 떠오르는 대로 자유롭게 말씀해 주세요.","없습니다"
13,고객지원팀,1,"1. 고객 민원 접수와 응대, 그리고 현장 업무(검침, 병물 공급 등)에서 가장 어려운 점은 무엇인가요? 여러 측면에서 다양한 내용을 말씀해 주세요.","네"
13,고객지원팀,2,"2. 민원인이 응대 절차를 무시하거나 현장에서 막무가내 요구를 하는 경우가 많을 텐데요. 그 원인이 어디에 있다고 보시나요? 기억나는 사례와 함께 작성해 주세요.","네"
13,고객지원팀,3,"3. 민원 응대나 현장 방문에 앞서 갈등이 고조되지 않도록 사전에 어떤 준비를 하고 계시나요? 자유롭게 작성해 주세요.","(베타테스트중)"
13,고객지원팀,4,"4. 전화, 방문 등 다양한 매체를 통한 민원 응대나 현장 업무만으로는 해결할 수 없었던 케이스가 있었나요? 기억나는 대로 상세하게 말씀해 주세요.","(기존 4번 질문) 전화, 방문 등 다양한 매체를 통한 민원 응대나 현장 업무만으로는 해결할 수 없었던 케이스가 있었나요? 기억나는 대로 상세하게 말씀해주세요. (수정제안 1.) 민원응대 과정에서 해결할 수 없었던 케이스가 있었나요? 기억나는 대로 상세하게 말씀해주세요. (수정제안 2.) 전화, 방문, 현장업무 등 다양한 매체를 통한 민원응대만으로는 해결할 수 없었던 케이스가 있었나요? 기억나는 대로 상세하게 말씀해주세요. (수정제안 3.) 전화나 방문 등 다양한 방식으로 민원을 응대하거나 현장 업무를 진행했음에도 해결되지 않았던 사례가 있으셨나요? 기억나는 사례가 있다면, 가능한 한 구체적으로 말씀해주세요."
13,고객지원팀,5,"5. 민원 또는 갈등 상황에서 동료, 상급자 또는 타 부서 지원이 필요한 케이스가 있었나요? 그때 어떤 절차와 과정으로 진행하셨는지 상세하게 소개해 주시기 바랍니다. (아쉬움이 있었다면 그 이유와 함께 말씀해주세요)","민원 또는 갈등상황에서 동료, 상급자 또는 타 부서 지원이 필요한 케이스가 있었나요? 그때 어떤 절차와 과정으로 진행하셨는지 상세하게 소개해 주시기 바랍니다. (아쉬움이 있었다면 그 이유와 함께 말씀해주세요.)"
13,고객지원팀,6,"6. 고객 민원 접수부터 요금 고지, 검침, 병물 공급 등 현장 업무 진행 과정에서 개선이 필요하다고 여겨지는 절차나 시스템상의 애로사항이 있다면 무엇이 떠오르시나요? 자유롭게 말씀해 주세요.","."
13,고객지원팀,7,"7. 고객 응대 또는 현장 업무 중 갈등 상황에서 자신의 감정을 관리하는 노하우나 팁이 있나요? 소개해주시면 좋겠습니다.","."
13,고객지원팀,8,"8. 고객 응대 및 현장 업무에 도움이 되는 교육 또는 자원은 어떤 것들이 있을까요? 자유롭게 작성해 주세요.","."
13,고객지원팀,9,"9. 가장 기억에 남는 고객 응대 사례와 그 해결 과정을 소개해 주세요. 자유롭게 작성하시면 됩니다.","."
13,고객지원팀,10,"10. 고객의 요구(문제 상황)와 욕구(심리적 상태)를 파악하여 문제(사안)는 조치하고, 갈등(사람 관계)은 조율하면서 느낀 보람이나 성취감은 어떤 것이었나요? 자유롭게 작성해 주세요.","고객의 요구(문제상황)와 욕구(심리적 상태)를 파악하여 문제(사안)는 조치하고, 갈등(사람 관계)은 조율하면서 느낀 보람이나 성취감은 어떤 것이었나요? 자유롭게 작성해 주세요. (수정제안 1) 고객의 문제 상황(요구)과 심리적 상태(욕구)를 정확히 파악해, 사안은 신속하게 조치하고 관계 갈등은 원만히 조율했던 경험이 있으신가요? 그 과정에서 느낀 보람이나 성취감이 있었다면 자유롭게 들려주세요."
13,고객지원팀,11,"11. 지금까지 10개의 인터뷰 문항에 응답하시면서 어떤 마음이 드셨는지요? 알게 된 사실과 기분, 감정 등 떠오르는 대로 자유롭게 말씀해 주세요.","."
14,민원인/지역주민,1,"1. 한국수자원공사 논산수도센터에 수도 관련 민원(예: 누수, 요금, 검침 등)을 접수하거나 문의했을 때 가장 어려웠던 점은 무엇이었나요? 특히 소통 과정에서 불편함을 느꼈거나 갈등이 발생했다고 생각하는 지점이 있다면, 어떤 상황이었고 그 근본적인 원인이 무엇이라고 보시는지 구체적인 사례와 함께 설명해주세요.","일단, 전화 접수 만으로는 문제를 설명하기 가 쉽지 않았습니다. 부품 관련된 용어도 잘 모르겠구요. 휴대폰이 좋아진 시절이니, 사진이나 동영상을 포함해서 문의 할 수 있었으면 좋겠습니다."
14,민원인/지역주민,2,"2. 전화, 방문 등 다양한 매체를 통해 민원을 제기했으나 해결되지 않았던 케이스가 있었다면, 그때 한국수자원공사 내부의 다른 부서나 담당자 간의 협업 및 정보 공유가 어떻게 진행된다고 체감하셨나요?이 과정에서 소통의 어려움이나 아쉬웠던 점이 있었다면 그 이유도 함께 이야기해주세요.","담장자들이 있지만 서로 영역이 달라서 상담사 수준에서 끝내지 못하고 기술파트로 넘어가는 경우가 많아요."
14,민원인/지역주민,3,"3. 민원 접수나 문의 전에 민원의내용이 명확히 전달되도록 어떤 준비를 하셨나요? 또한, 민원 응대 과정 또는 갈등 상황에서 본인의 감정을 관리하는 것이 어렵거나 특별한 노하우가 필요하다고 느끼는 순간이 있었다면, 어떤 상황이었고 어떻게 대처하셨는지 공유í9 pfH	 주시기 바랍니다.","결국 길게 얘기하게 됬고 잘 알아들으시는 분과 통해해서 진행되었습니다. 다야한 사례를 미리 볼 수 있는 페이지를 제공하면 그 중 해당 하는 부분을 선택할 수 있을 면 좋을 것 같아요."
14,민원인/지역주민,4,"4. 초기 민원 접수부터 문제 해결까지 진행되는 과정에서 소통을 저해하거나 갈등을 유발한다고 여겨지는 절차나 시스템상의 애로사항이 있다면 무엇이 떠오르시나요? 구체적인 문제점과 함께 개선이 필요하다고 생각하는 부분을 자유롭게 말씀해주세요.","영상통화 같은 걸로 하면 더 좋을 것 같아요,."
14,민원인/지역주민,5,"5. 민원 해결에 도움이 된다고 생각하는 정보나 서비스는 어떤 것들이 있을까요? 만약 현재 제공되는 정보나 서비스가 부족하거나 개선이 필요하다고 느낀다면, 어떤 점이 부족한지 구체적으로 말씀해주세요.","사례 제공 및 최대한 실시간 응대, 밤과 휴일에는 응답 접수만이라도 되면 좋을 듯 합니다. 이럴때 AI가 응대하면 좋을 것 같아요."
14,민원인/지역주민,6,"6. 이전 민원 해결 사례가 있다면, 사례와 그 과정에서 느꼈던 점을 소개해 주세요. 특히 민원 제기를 통해 문제(사안)가 해결되고, 한국수자원공사와의 관계(사람 관계)가 긍정적으로 조율되면서 느낀 보람이나 만족감은 어떤 것이었는지 자유롭게 이야기해주세요.","최근에 문제를 빠르게 접수 받고 바로 처리를 해 줘서 너무 좋았습니다. 상황과 시간, 사람에 따라 다르겠지만 기본적으로는 너무너무 잘 해 주세요."
14,민원인/지역주민,7,"7. 지금까지 질문에 응답하시면서 어떤 마음이 드셨는지요? 질문을 통해 알게 된 사실, 느낀 기분, 감정 등 떠오르는 대로 자유롭게 말씀해주세요.","어려움 보다는 개선을 위해 도움이 된다고 생각하니 기쁩니다. 누군가에 도움이 될 것 같아서요."
15,고객지원팀,1,"1. 고객 민원 접수 및 응대 과정에서 가장 어려웠던 점은 무엇이었나요? 특히 응대 절차를 무시하거나 막무가내식 요구를 하는 민원인과의 갈등 상황이 있었다면, 그 원인을 어디에 있다고 보시는지, 그리고 그러한 상황을 어떻게 해결하셨는지 설명해주세요.","물을 사용하지 않았는데 검침량이 과도하게 나왔다고 말씀하셨던 고객님이 기억에 남습니다. 전화를 당겨받는 과정에서, 사무실 내 여러 명이 응대를 하다보니 답변드리는 내용이 통일되지 않을 수 있어서 어려움이 있었습니다. 이에 대한 원인으로는 대응 업무 매뉴얼의 부족인 것 같습니다. 이 문제를 해결하기 위해 주담당자를 선정하고, 담당자분께 전화를 연결해드리며 답변을 통일화하고자 하였습니다."
15,고객지원팀,2,"2. 전화, 방문 등 민원접수나 현장응대가 해결할 수 없었던 케이스가 있었나요? 그러한 상황에서 동료, 상급자 또는 타 부서의 지원이 필요했던 경험이 있다면, 어떤 절차와 과정을 통해 도움을 요청하고 문제를 해결했는지 상세하게 소개해 주시기 바랍니다. 만약 과정에서 아쉬웠던 점이 있었다면 그 이유도 함께 말씀해주세요.","계량기의 위치나 노후화로 인해서 검침이 어려울 경우, 검침량을 기입하는 데 무리가 있었던 것같습니다. 이와 관련한 민원이 반복해서 발생하지만, 예산 문제로 인해서 해결이 어려운 것 같습니다."
15,고객지원팀,3,"3. 민원 응대나 현장 방문에 앞서 갈등이 고조되지 않도록 사전에 어떤 준비를 하고 계시나요? 또한, 고객 응대 또는 현장 업무 중 갈등 상황에서 자신의 감정을 효과적으로 관리하는 노하우나 팁이 있다면 소개해주시기 바랍니다.","어떤 상황에서 갈등이 발생한 것이고, 원인이 무엇인지, 어떻게 하는 것이 가장 좋은 대안이 될 수 있을지 객관적으로 검토하고자 글로 적어보고 천천히 고민한 후 신중히 행동하고자 노력합니다."
15,고객지원팀,4,"4. 고객 민원 접수부터 요금 고지, 검침, 병물 공급 등 현장 업무 진행 과정에서 개선이 필요하다고 여겨지는 절차나 시스템상의 애로사항이 있다면 무엇이 떠오르시나요? 구체적인 개선 방안과 함께 자유롭게 말씀해주세요.","모바일 고지와 이사정산을 신청하는 방법이 전화응대에만 집중된 것 같습니다. 모바일이나 웹페이지에서 보다 간단하게 신청할 수 있도록 시스템 개선이 필요하다고 생각합니다."
15,고객지원팀,5,"5. 고객 응대 및 현장 업무 역량 향상에 도움이 된다고 생각하는 교육 또는 자원은 어떤 것들이 있을까요? 실제로 그러한 교육이나 자원을 활용해 본 경험이 있다면 무엇이며, 어떻게 도움이 되었는지 구체적으로 말씀해주세요.","관리사 워크숍과 읍면동 워터아카데미 교육을 준비해 본 경험이 있습니다."
15,고객지원팀,6,"6. 가장 기억에 남는 고객 응대 또는 현장 방문 사례와 그 해결 과정을 소개해 주세요. 특히 고객의 요구(문제 상황)와 욕구(심리적 상태)를 파악하여 문제를 조치하고, 조율하면서 느낀 보람이나 성취감은 어떤 것이었는지 자유롭게 이야기해주세요.","관련 경험이 없습니다."
15.고객지원팀,7,"7. 지금까지 질문에 응답하시면서 어떤 마음이 드셨는지요? 질문을 통해 알게 된 사실, 느낀 기분, 감정 등 떠오르는 대로 자유롭게 말씀해주세요.","일한지 한달차라 고객을 직접 상대해본 적은 없지만 어떻게 하면 좋을지 고민해보고 대비할 수 있었던 시간이 된 것 같습니다."